Sub,Type,Year,Median_Price
Hamilton,3 bedroom house,2019,270
Horsham,3 bedroom house,2019,288
Mildura,3 bedroom house,2019,320
Moe-Newborough,3 bedroom house,2019,270
Morwell,3 bedroom house,2019,240
Ocean Grove-Barwon Heads,3 bedroom house,2019,420
Portland,3 bedroom house,2019,270
Sale-Maffra,3 bedroom house,2019,280
Seymour,3 bedroom house,2019,300
Shepparton,3 bedroom house,2019,300
Swan Hill,3 bedroom house,2019,300
Torquay,3 bedroom house,2019,480
Traralgon,3 bedroom house,2019,300
Wanagaratta,3 bedroom house,2019,310
Warragul,3 bedroom house,2019,333
Warrnambool,3 bedroom house,2019,350
Wodonga,3 bedroom house,2019,330
Group Total,3 bedroom house,2019,310
Albert Park-Middle Park-West St Kilda,4 bedroom house,2019,1175
Armadale,4 bedroom house,2019,1500
Carlton North,4 bedroom house,2019,950
Carlton-Parkville,4 bedroom house,2019,990
CBD-St Kilda Rd,4 bedroom house,2019,-
Collingwood-Abbotsford,4 bedroom house,2019,870
Docklands,4 bedroom house,2019,-
East Melbourne,4 bedroom house,2019,-
East St Kilda,4 bedroom house,2019,925
Elwood,4 bedroom house,2019,1200
Fitzroy,4 bedroom house,2019,-
Fitzroy North-Clifton Hill,4 bedroom house,2019,1000
Flemington-Kensington,4 bedroom house,2019,785
North Melbourne-West Melbourne,4 bedroom house,2019,900
Port Melbourne,4 bedroom house,2019,1088
Prahran-Windsor,4 bedroom house,2019,1040
Richmond-Burnley,4 bedroom house,2019,975
South Melbourne,4 bedroom house,2019,-
South Yarra,4 bedroom house,2019,1314
Southbank,4 bedroom house,2019,-
St Kilda,4 bedroom house,2019,885
Toorak,4 bedroom house,2019,1263
Group Total,4 bedroom house,2019,1000
Balwyn,4 bedroom house,2019,780
Blackburn,4 bedroom house,2019,580
Box Hill,4 bedroom house,2019,650
Bulleen-Templestowe-Doncaster,4 bedroom house,2019,600
Burwood-Ashburton,4 bedroom house,2019,648
Camberwell-Glen Iris,4 bedroom house,2019,900
Canterbury-Surrey Hills-Mont Albert,4 bedroom house,2019,890
Chadstone-Oakleigh,4 bedroom house,2019,570
Clayton,4 bedroom house,2019,550
Doncaster East-Donvale,4 bedroom house,2019,590
East Hawthorn,4 bedroom house,2019,1100
Glen Waverley-Mulgrave,4 bedroom house,2019,550
Hawthorn,4 bedroom house,2019,1050
Kew,4 bedroom house,2019,950
Mount Waverley,4 bedroom house,2019,610
Nunawading-Mitcham,4 bedroom house,2019,518
Vermont-Forest Hill-Burwood East,4 bedroom house,2019,510
Group Total,4 bedroom house,2019,615
Aspendale-Chelsea-Carrum,4 bedroom house,2019,580
Bentleigh,4 bedroom house,2019,760
Brighton,4 bedroom house,2019,1250
Brighton East,4 bedroom house,2019,1000
Carnegie,4 bedroom house,2019,800
Caulfield,4 bedroom house,2019,899
Cheltenham,4 bedroom house,2019,688
Elsternwick,4 bedroom house,2019,950
Hampton-Beaumaris,4 bedroom house,2019,990
Malvern,4 bedroom house,2019,1200
Malvern East,4 bedroom house,2019,850
Mentone-Parkdale-Mordialloc,4 bedroom house,2019,690
Murrumbeena-Hughesdale,4 bedroom house,2019,720
Group Total,4 bedroom house,2019,800
Altona,4 bedroom house,2019,425
Footscray,4 bedroom house,2019,593
Keilor East-Avondale Heights,4 bedroom house,2019,568
Melton,4 bedroom house,2019,365
Newport-Spotswood,4 bedroom house,2019,700
St Albans-Deer Park,4 bedroom house,2019,410
Sunshine,4 bedroom house,2019,420
Sydenham,4 bedroom house,2019,450
Werribee-Hoppers Crossing,4 bedroom house,2019,400
West Footscray,4 bedroom house,2019,530
Williamstown,4 bedroom house,2019,790
Yarraville-Seddon,4 bedroom house,2019,720
Group Total,4 bedroom house,2019,410
Broadmeadows-Roxburgh Park,4 bedroom house,2019,440
Brunswick,4 bedroom house,2019,840
Coburg-Pascoe Vale South,4 bedroom house,2019,660
Craigieburn,4 bedroom house,2019,420
East Brunswick,4 bedroom house,2019,850
Essendon,4 bedroom house,2019,680
Gladstone Park-Tullamarine,4 bedroom house,2019,430
Keilor,4 bedroom house,2019,500
Moonee Ponds-Ascot Vale,4 bedroom house,2019,763
Oak Park-Glenroy-Fawkner,4 bedroom house,2019,500
Pascoe Vale-Coburg North,4 bedroom house,2019,560
Sunbury,4 bedroom house,2019,420
West Brunswick,4 bedroom house,2019,750
Group Total,4 bedroom house,2019,440
Bundoora-Greensborough-Hurstbridge,4 bedroom house,2019,435
Eltham-Research-Montmorency,4 bedroom house,2019,595
Fairfield-Alphington,4 bedroom house,2019,840
Heidelberg-Heidelberg West,4 bedroom house,2019,550
Ivanhoe-Ivanhoe East,4 bedroom house,2019,750
Mill Park-Epping,4 bedroom house,2019,430
Northcote,4 bedroom house,2019,900
Preston,4 bedroom house,2019,600
Reservoir,4 bedroom house,2019,465
Thomastown-Lalor,4 bedroom house,2019,430
Thornbury,4 bedroom house,2019,790
Whittlesea,4 bedroom house,2019,400
Group Total,4 bedroom house,2019,430
Bayswater,4 bedroom house,2019,450
Boronia,4 bedroom house,2019,470
Croydon-Lilydale,4 bedroom house,2019,500
Ferntree Gully,4 bedroom house,2019,470
Ringwood,4 bedroom house,2019,510
Rowville,4 bedroom house,2019,500
Wantirna-Scoresby,4 bedroom house,2019,500
Yarra Ranges,4 bedroom house,2019,500
Group Total,4 bedroom house,2019,495
Berwick,4 bedroom house,2019,420
Cranbourne,4 bedroom house,2019,410
Dandenong,4 bedroom house,2019,530
Dandenong North-Endeavour Hills,4 bedroom house,2019,440
Narre Warren-Hampton Park,4 bedroom house,2019,420
Noble Park,4 bedroom house,2019,415
Pakenham,4 bedroom house,2019,390
Springvale,4 bedroom house,2019,523
Group Total,4 bedroom house,2019,415
Dromana-Portsea,4 bedroom house,2019,485
Frankston,4 bedroom house,2019,465
Hastings-Flinders,4 bedroom house,2019,500
Mt Eliza-Mornington-Mt Martha,4 bedroom house,2019,615
Seaford-Carrum Downs,4 bedroom house,2019,460
Group Total,4 bedroom house,2019,495
Belmont-Grovedale,4 bedroom house,2019,440
Corio,4 bedroom house,2019,370
Geelong-Newcombe,4 bedroom house,2019,450
Herne Hill-Geelong West,4 bedroom house,2019,540
Lara,4 bedroom house,2019,450
Newtown,4 bedroom house,2019,545
North Geelong,4 bedroom house,2019,440
Group Total,4 bedroom house,2019,440
Ballarat,4 bedroom house,2019,380
Mount Clear-Buninyong,4 bedroom house,2019,410
Sebastopol-Delacombe,4 bedroom house,2019,380
Wendouree-Alfredton,4 bedroom house,2019,400
Group Total,4 bedroom house,2019,400
Bendigo,4 bedroom house,2019,390
Flora Hill-Bendigo East,4 bedroom house,2019,380
Golden Square-Kangaroo Flat,4 bedroom house,2019,370
North Bendigo,4 bedroom house,2019,340
Group Total,4 bedroom house,2019,353
Bairnsdale,4 bedroom house,2019,380
Benalla,4 bedroom house,2019,350
Castlemaine,4 bedroom house,2019,400
Echuca,4 bedroom house,2019,430
Hamilton,4 bedroom house,2019,315
Horsham,4 bedroom house,2019,370
Mildura,4 bedroom house,2019,360
Moe-Newborough,4 bedroom house,2019,320
Morwell,4 bedroom house,2019,300
Ocean Grove-Barwon Heads,4 bedroom house,2019,495
Portland,4 bedroom house,2019,330
Sale-Maffra,4 bedroom house,2019,360
Seymour,4 bedroom house,2019,375
Shepparton,4 bedroom house,2019,395
Swan Hill,4 bedroom house,2019,350
Torquay,4 bedroom house,2019,550
Traralgon,4 bedroom house,2019,395
Wanagaratta,4 bedroom house,2019,370
Warragul,4 bedroom house,2019,420
Warrnambool,4 bedroom house,2019,430
Wodonga,4 bedroom house,2019,398
Group Total,4 bedroom house,2019,400
Albert Park-Middle Park-West St Kilda,All properties,2019,560
Armadale,All properties,2019,480
Carlton North,All properties,2019,577
Carlton-Parkville,All properties,2019,440
CBD-St Kilda Rd,All properties,2019,500
Collingwood-Abbotsford,All properties,2019,495
Docklands,All properties,2019,580
East Melbourne,All properties,2019,500
East St Kilda,All properties,2019,420
Elwood,All properties,2019,450
Fitzroy,All properties,2019,595
Fitzroy North-Clifton Hill,All properties,2019,570
Flemington-Kensington,All properties,2019,440
North Melbourne-West Melbourne,All properties,2019,450
Port Melbourne,All properties,2019,600
Prahran-Windsor,All properties,2019,440
Richmond-Burnley,All properties,2019,530
South Melbourne,All properties,2019,540
South Yarra,All properties,2019,480
Southbank,All properties,2019,550
St Kilda,All properties,2019,430
Toorak,All properties,2019,500
Group Total,All properties,2019,495
Balwyn,All properties,2019,540
Blackburn,All properties,2019,445
Box Hill,All properties,2019,450
Bulleen-Templestowe-Doncaster,All properties,2019,490
Burwood-Ashburton,All properties,2019,461
Camberwell-Glen Iris,All properties,2019,500
Canterbury-Surrey Hills-Mont Albert,All properties,2019,520
Chadstone-Oakleigh,All properties,2019,460
Clayton,All properties,2019,411
Doncaster East-Donvale,All properties,2019,490
East Hawthorn,All properties,2019,450
Glen Waverley-Mulgrave,All properties,2019,500
Hawthorn,All properties,2019,410
Kew,All properties,2019,513
Mount Waverley,All properties,2019,510
Nunawading-Mitcham,All properties,2019,425
Vermont-Forest Hill-Burwood East,All properties,2019,450
Group Total,All properties,2019,460
Aspendale-Chelsea-Carrum,All properties,2019,440
Bentleigh,All properties,2019,500
Brighton,All properties,2019,650
Brighton East,All properties,2019,700
Carnegie,All properties,2019,435
Caulfield,All properties,2019,470
Cheltenham,All properties,2019,460
Elsternwick,All properties,2019,450
Hampton-Beaumaris,All properties,2019,595
Malvern,All properties,2019,500
Malvern East,All properties,2019,460
Mentone-Parkdale-Mordialloc,All properties,2019,420
Murrumbeena-Hughesdale,All properties,2019,430
Group Total,All properties,2019,475
Altona,All properties,2019,400
Footscray,All properties,2019,380
Keilor East-Avondale Heights,All properties,2019,420
Melton,All properties,2019,340
Newport-Spotswood,All properties,2019,480
St Albans-Deer Park,All properties,2019,350
Sunshine,All properties,2019,350
Sydenham,All properties,2019,400
Werribee-Hoppers Crossing,All properties,2019,370
West Footscray,All properties,2019,390
Williamstown,All properties,2019,515
Yarraville-Seddon,All properties,2019,480
Group Total,All properties,2019,380
Broadmeadows-Roxburgh Park,All properties,2019,370
Brunswick,All properties,2019,470
Coburg-Pascoe Vale South,All properties,2019,450
Craigieburn,All properties,2019,380
East Brunswick,All properties,2019,450
Essendon,All properties,2019,410
Gladstone Park-Tullamarine,All properties,2019,385
Keilor,All properties,2019,450
Moonee Ponds-Ascot Vale,All properties,2019,450
Oak Park-Glenroy-Fawkner,All properties,2019,390
Pascoe Vale-Coburg North,All properties,2019,420
Sunbury,All properties,2019,375
West Brunswick,All properties,2019,380
Group Total,All properties,2019,400
Bundoora-Greensborough-Hurstbridge,All properties,2019,400
Eltham-Research-Montmorency,All properties,2019,450
Fairfield-Alphington,All properties,2019,445
Heidelberg-Heidelberg West,All properties,2019,420
Ivanhoe-Ivanhoe East,All properties,2019,465
Mill Park-Epping,All properties,2019,370
Northcote,All properties,2019,500
Preston,All properties,2019,430
Reservoir,All properties,2019,380
Thomastown-Lalor,All properties,2019,360
Thornbury,All properties,2019,420
Whittlesea,All properties,2019,380
Group Total,All properties,2019,400
Bayswater,All properties,2019,390
Boronia,All properties,2019,390
Croydon-Lilydale,All properties,2019,410
Ferntree Gully,All properties,2019,400
Ringwood,All properties,2019,400
Rowville,All properties,2019,450
Wantirna-Scoresby,All properties,2019,440
Yarra Ranges,All properties,2019,395
Group Total,All properties,2019,400
Berwick,All properties,2019,395
Cranbourne,All properties,2019,390
Dandenong,All properties,2019,350
Dandenong North-Endeavour Hills,All properties,2019,360
Narre Warren-Hampton Park,All properties,2019,380
Noble Park,All properties,2019,350
Pakenham,All properties,2019,350
Springvale,All properties,2019,390
Group Total,All properties,2019,375
Dromana-Portsea,All properties,2019,380
Frankston,All properties,2019,360
Hastings-Flinders,All properties,2019,385
Mt Eliza-Mornington-Mt Martha,All properties,2019,490
Seaford-Carrum Downs,All properties,2019,370
Group Total,All properties,2019,380
Belmont-Grovedale,All properties,2019,380
Corio,All properties,2019,285
Geelong-Newcombe,All properties,2019,340
Herne Hill-Geelong West,All properties,2019,350
Lara,All properties,2019,390
Newtown,All properties,2019,380
North Geelong,All properties,2019,350
Group Total,All properties,2019,350
Ballarat,All properties,2019,310
Mount Clear-Buninyong,All properties,2019,340
Sebastopol-Delacombe,All properties,2019,290
Wendouree-Alfredton,All properties,2019,320
Group Total,All properties,2019,310
Bendigo,All properties,2019,300
Flora Hill-Bendigo East,All properties,2019,300
Golden Square-Kangaroo Flat,All properties,2019,300
North Bendigo,All properties,2019,300
Group Total,All properties,2019,300
Bairnsdale,All properties,2019,300
Benalla,All properties,2019,280
Castlemaine,All properties,2019,330
Echuca,All properties,2019,315
Hamilton,All properties,2019,260
Horsham,All properties,2019,275
Mildura,All properties,2019,300
Moe-Newborough,All properties,2019,228
Morwell,All properties,2019,220
Ocean Grove-Barwon Heads,All properties,2019,420
Portland,All properties,2019,265
Sale-Maffra,All properties,2019,280
Seymour,All properties,2019,280
Shepparton,All properties,2019,283
Swan Hill,All properties,2019,260
Torquay,All properties,2019,500
Traralgon,All properties,2019,285
Wanagaratta,All properties,2019,290
Warragul,All properties,2019,350
Warrnambool,All properties,2019,320
Wodonga,All properties,2019,320
Group Total,All properties,2019,300
Albert Park-Middle Park-West St Kilda,1 bedroom flat,2020,355
Armadale,1 bedroom flat,2020,368
Carlton North,1 bedroom flat,2020,360
Carlton-Parkville,1 bedroom flat,2020,356
CBD-St Kilda Rd,1 bedroom flat,2020,425
Collingwood-Abbotsford,1 bedroom flat,2020,410
Docklands,1 bedroom flat,2020,460
East Melbourne,1 bedroom flat,2020,405
East St Kilda,1 bedroom flat,2020,330
Elwood,1 bedroom flat,2020,340
Fitzroy,1 bedroom flat,2020,400
Fitzroy North-Clifton Hill,1 bedroom flat,2020,370
Flemington-Kensington,1 bedroom flat,2020,370
North Melbourne-West Melbourne,1 bedroom flat,2020,400
Port Melbourne,1 bedroom flat,2020,450
Prahran-Windsor,1 bedroom flat,2020,360
Richmond-Burnley,1 bedroom flat,2020,410
South Melbourne,1 bedroom flat,2020,415
South Yarra,1 bedroom flat,2020,395
Southbank,1 bedroom flat,2020,439
St Kilda,1 bedroom flat,2020,360
Toorak,1 bedroom flat,2020,343
Group Total,1 bedroom flat,2020,400
Balwyn,1 bedroom flat,2020,390
Blackburn,1 bedroom flat,2020,360
Box Hill,1 bedroom flat,2020,300
Bulleen-Templestowe-Doncaster,1 bedroom flat,2020,380
Burwood-Ashburton,1 bedroom flat,2020,260
Camberwell-Glen Iris,1 bedroom flat,2020,350
Canterbury-Surrey Hills-Mont Albert,1 bedroom flat,2020,395
Chadstone-Oakleigh,1 bedroom flat,2020,373
Clayton,1 bedroom flat,2020,310
Doncaster East-Donvale,1 bedroom flat,2020,370
East Hawthorn,1 bedroom flat,2020,350
Glen Waverley-Mulgrave,1 bedroom flat,2020,360
Hawthorn,1 bedroom flat,2020,325
Kew,1 bedroom flat,2020,375
Mount Waverley,1 bedroom flat,2020,373
Nunawading-Mitcham,1 bedroom flat,2020,340
Vermont-Forest Hill-Burwood East,1 bedroom flat,2020,345
Group Total,1 bedroom flat,2020,340
Aspendale-Chelsea-Carrum,1 bedroom flat,2020,280
Bentleigh,1 bedroom flat,2020,330
Brighton,1 bedroom flat,2020,400
Brighton East,1 bedroom flat,2020,-
Carnegie,1 bedroom flat,2020,320
Caulfield,1 bedroom flat,2020,320
Cheltenham,1 bedroom flat,2020,350
Elsternwick,1 bedroom flat,2020,345
Hampton-Beaumaris,1 bedroom flat,2020,370
Malvern,1 bedroom flat,2020,350
Malvern East,1 bedroom flat,2020,305
Mentone-Parkdale-Mordialloc,1 bedroom flat,2020,315
Murrumbeena-Hughesdale,1 bedroom flat,2020,300
Group Total,1 bedroom flat,2020,325
Altona,1 bedroom flat,2020,290
Footscray,1 bedroom flat,2020,290
Keilor East-Avondale Heights,1 bedroom flat,2020,350
Melton,1 bedroom flat,2020,321
Newport-Spotswood,1 bedroom flat,2020,300
St Albans-Deer Park,1 bedroom flat,2020,280
Sunshine,1 bedroom flat,2020,250
Sydenham,1 bedroom flat,2020,-
Werribee-Hoppers Crossing,1 bedroom flat,2020,280
West Footscray,1 bedroom flat,2020,278
Williamstown,1 bedroom flat,2020,330
Yarraville-Seddon,1 bedroom flat,2020,295
Group Total,1 bedroom flat,2020,295
Broadmeadows-Roxburgh Park,1 bedroom flat,2020,250
Brunswick,1 bedroom flat,2020,360
Coburg-Pascoe Vale South,1 bedroom flat,2020,330
Craigieburn,1 bedroom flat,2020,-
East Brunswick,1 bedroom flat,2020,390
Essendon,1 bedroom flat,2020,330
Gladstone Park-Tullamarine,1 bedroom flat,2020,290
Keilor,1 bedroom flat,2020,-
Moonee Ponds-Ascot Vale,1 bedroom flat,2020,340
Oak Park-Glenroy-Fawkner,1 bedroom flat,2020,280
Pascoe Vale-Coburg North,1 bedroom flat,2020,260
Sunbury,1 bedroom flat,2020,250
West Brunswick,1 bedroom flat,2020,320
Group Total,1 bedroom flat,2020,345
Bundoora-Greensborough-Hurstbridge,1 bedroom flat,2020,315
Eltham-Research-Montmorency,1 bedroom flat,2020,320
Fairfield-Alphington,1 bedroom flat,2020,300
Heidelberg-Heidelberg West,1 bedroom flat,2020,360
Ivanhoe-Ivanhoe East,1 bedroom flat,2020,375
Mill Park-Epping,1 bedroom flat,2020,300
Northcote,1 bedroom flat,2020,350
Preston,1 bedroom flat,2020,350
Reservoir,1 bedroom flat,2020,315
Thomastown-Lalor,1 bedroom flat,2020,300
Thornbury,1 bedroom flat,2020,315
Whittlesea,1 bedroom flat,2020,-
Group Total,1 bedroom flat,2020,325
Bayswater,1 bedroom flat,2020,240
Boronia,1 bedroom flat,2020,310
Croydon-Lilydale,1 bedroom flat,2020,290
Ferntree Gully,1 bedroom flat,2020,-
Ringwood,1 bedroom flat,2020,340
Rowville,1 bedroom flat,2020,300
Wantirna-Scoresby,1 bedroom flat,2020,350
Yarra Ranges,1 bedroom flat,2020,275
Group Total,1 bedroom flat,2020,310
Berwick,1 bedroom flat,2020,320
Cranbourne,1 bedroom flat,2020,280
Dandenong,1 bedroom flat,2020,270
Dandenong North-Endeavour Hills,1 bedroom flat,2020,270
Narre Warren-Hampton Park,1 bedroom flat,2020,175
Noble Park,1 bedroom flat,2020,250
Pakenham,1 bedroom flat,2020,235
Springvale,1 bedroom flat,2020,270
Group Total,1 bedroom flat,2020,265
Dromana-Portsea,1 bedroom flat,2020,255
Frankston,1 bedroom flat,2020,240
Hastings-Flinders,1 bedroom flat,2020,-
Mt Eliza-Mornington-Mt Martha,1 bedroom flat,2020,285
Seaford-Carrum Downs,1 bedroom flat,2020,250
Group Total,1 bedroom flat,2020,250
Belmont-Grovedale,1 bedroom flat,2020,265
Corio,1 bedroom flat,2020,220
Geelong-Newcombe,1 bedroom flat,2020,300
Herne Hill-Geelong West,1 bedroom flat,2020,230
Lara,1 bedroom flat,2020,-
Newtown,1 bedroom flat,2020,230
North Geelong,1 bedroom flat,2020,220
Group Total,1 bedroom flat,2020,250
Ballarat,1 bedroom flat,2020,190
Mount Clear-Buninyong,1 bedroom flat,2020,-
Sebastopol-Delacombe,1 bedroom flat,2020,258
Wendouree-Alfredton,1 bedroom flat,2020,180
Group Total,1 bedroom flat,2020,190
Bendigo,1 bedroom flat,2020,220
Flora Hill-Bendigo East,1 bedroom flat,2020,190
Golden Square-Kangaroo Flat,1 bedroom flat,2020,190
North Bendigo,1 bedroom flat,2020,191
Group Total,1 bedroom flat,2020,200
Bairnsdale,1 bedroom flat,2020,200
Benalla,1 bedroom flat,2020,185
Castlemaine,1 bedroom flat,2020,-
Echuca,1 bedroom flat,2020,190
Hamilton,1 bedroom flat,2020,160
Horsham,1 bedroom flat,2020,240
Mildura,1 bedroom flat,2020,200
Moe-Newborough,1 bedroom flat,2020,160
Morwell,1 bedroom flat,2020,160
Ocean Grove-Barwon Heads,1 bedroom flat,2020,240
Portland,1 bedroom flat,2020,185
Sale-Maffra,1 bedroom flat,2020,200
Seymour,1 bedroom flat,2020,180
Shepparton,1 bedroom flat,2020,195
Swan Hill,1 bedroom flat,2020,160
Torquay,1 bedroom flat,2020,300
Traralgon,1 bedroom flat,2020,190
Wanagaratta,1 bedroom flat,2020,195
Warragul,1 bedroom flat,2020,-
Warrnambool,1 bedroom flat,2020,220
Wodonga,1 bedroom flat,2020,185
Group Total,1 bedroom flat,2020,185
Albert Park-Middle Park-West St Kilda,2 bedroom flat,2020,500
Armadale,2 bedroom flat,2020,500
Carlton North,2 bedroom flat,2020,490
Carlton-Parkville,2 bedroom flat,2020,530
CBD-St Kilda Rd,2 bedroom flat,2020,590
Collingwood-Abbotsford,2 bedroom flat,2020,540
Docklands,2 bedroom flat,2020,610
East Melbourne,2 bedroom flat,2020,620
East St Kilda,2 bedroom flat,2020,440
Elwood,2 bedroom flat,2020,470
Fitzroy,2 bedroom flat,2020,600
Fitzroy North-Clifton Hill,2 bedroom flat,2020,500
Flemington-Kensington,2 bedroom flat,2020,420
North Melbourne-West Melbourne,2 bedroom flat,2020,550
Port Melbourne,2 bedroom flat,2020,600
Prahran-Windsor,2 bedroom flat,2020,500
Richmond-Burnley,2 bedroom flat,2020,550
South Melbourne,2 bedroom flat,2020,550
South Yarra,2 bedroom flat,2020,560
Southbank,2 bedroom flat,2020,580
St Kilda,2 bedroom flat,2020,495
Toorak,2 bedroom flat,2020,500
Group Total,2 bedroom flat,2020,550
Balwyn,2 bedroom flat,2020,440
Blackburn,2 bedroom flat,2020,420
Box Hill,2 bedroom flat,2020,460
Bulleen-Templestowe-Doncaster,2 bedroom flat,2020,450
Burwood-Ashburton,2 bedroom flat,2020,450
Camberwell-Glen Iris,2 bedroom flat,2020,450
Canterbury-Surrey Hills-Mont Albert,2 bedroom flat,2020,450
Chadstone-Oakleigh,2 bedroom flat,2020,420
Clayton,2 bedroom flat,2020,400
Doncaster East-Donvale,2 bedroom flat,2020,420
East Hawthorn,2 bedroom flat,2020,465
Glen Waverley-Mulgrave,2 bedroom flat,2020,470
Hawthorn,2 bedroom flat,2020,470
Kew,2 bedroom flat,2020,450
Mount Waverley,2 bedroom flat,2020,415
Nunawading-Mitcham,2 bedroom flat,2020,390
Vermont-Forest Hill-Burwood East,2 bedroom flat,2020,390
Group Total,2 bedroom flat,2020,440
Aspendale-Chelsea-Carrum,2 bedroom flat,2020,380
Bentleigh,2 bedroom flat,2020,440
Brighton,2 bedroom flat,2020,550
Brighton East,2 bedroom flat,2020,470
Carnegie,2 bedroom flat,2020,465
Caulfield,2 bedroom flat,2020,480
Cheltenham,2 bedroom flat,2020,420
Elsternwick,2 bedroom flat,2020,480
Hampton-Beaumaris,2 bedroom flat,2020,495
Malvern,2 bedroom flat,2020,450
Malvern East,2 bedroom flat,2020,460
Mentone-Parkdale-Mordialloc,2 bedroom flat,2020,400
Murrumbeena-Hughesdale,2 bedroom flat,2020,445
Group Total,2 bedroom flat,2020,450
Altona,2 bedroom flat,2020,360
Footscray,2 bedroom flat,2020,415
Keilor East-Avondale Heights,2 bedroom flat,2020,405
Melton,2 bedroom flat,2020,280
Newport-Spotswood,2 bedroom flat,2020,390
St Albans-Deer Park,2 bedroom flat,2020,330
Sunshine,2 bedroom flat,2020,330
Sydenham,2 bedroom flat,2020,360
Werribee-Hoppers Crossing,2 bedroom flat,2020,310
West Footscray,2 bedroom flat,2020,365
Williamstown,2 bedroom flat,2020,445
Yarraville-Seddon,2 bedroom flat,2020,390
Group Total,2 bedroom flat,2020,355
Broadmeadows-Roxburgh Park,2 bedroom flat,2020,350
Brunswick,2 bedroom flat,2020,470
Coburg-Pascoe Vale South,2 bedroom flat,2020,400
Craigieburn,2 bedroom flat,2020,340
East Brunswick,2 bedroom flat,2020,485
Essendon,2 bedroom flat,2020,400
Gladstone Park-Tullamarine,2 bedroom flat,2020,350
Keilor,2 bedroom flat,2020,-
Moonee Ponds-Ascot Vale,2 bedroom flat,2020,420
Oak Park-Glenroy-Fawkner,2 bedroom flat,2020,370
Pascoe Vale-Coburg North,2 bedroom flat,2020,390
Sunbury,2 bedroom flat,2020,340
West Brunswick,2 bedroom flat,2020,400
Group Total,2 bedroom flat,2020,400
Bundoora-Greensborough-Hurstbridge,2 bedroom flat,2020,370
Eltham-Research-Montmorency,2 bedroom flat,2020,400
Fairfield-Alphington,2 bedroom flat,2020,420
Heidelberg-Heidelberg West,2 bedroom flat,2020,400
Ivanhoe-Ivanhoe East,2 bedroom flat,2020,450
Mill Park-Epping,2 bedroom flat,2020,340
Northcote,2 bedroom flat,2020,480
Preston,2 bedroom flat,2020,420
Reservoir,2 bedroom flat,2020,360
Thomastown-Lalor,2 bedroom flat,2020,340
Thornbury,2 bedroom flat,2020,420
Whittlesea,2 bedroom flat,2020,320
Group Total,2 bedroom flat,2020,390
Bayswater,2 bedroom flat,2020,350
Boronia,2 bedroom flat,2020,360
Croydon-Lilydale,2 bedroom flat,2020,370
Ferntree Gully,2 bedroom flat,2020,360
Ringwood,2 bedroom flat,2020,380
Rowville,2 bedroom flat,2020,390
Wantirna-Scoresby,2 bedroom flat,2020,400
Yarra Ranges,2 bedroom flat,2020,330
Group Total,2 bedroom flat,2020,370
Berwick,2 bedroom flat,2020,335
Cranbourne,2 bedroom flat,2020,320
Dandenong,2 bedroom flat,2020,310
Dandenong North-Endeavour Hills,2 bedroom flat,2020,330
Narre Warren-Hampton Park,2 bedroom flat,2020,330
Noble Park,2 bedroom flat,2020,340
Pakenham,2 bedroom flat,2020,305
Springvale,2 bedroom flat,2020,365
Group Total,2 bedroom flat,2020,330
Dromana-Portsea,2 bedroom flat,2020,330
Frankston,2 bedroom flat,2020,330
Hastings-Flinders,2 bedroom flat,2020,330
Mt Eliza-Mornington-Mt Martha,2 bedroom flat,2020,380
Seaford-Carrum Downs,2 bedroom flat,2020,330
Group Total,2 bedroom flat,2020,335
Belmont-Grovedale,2 bedroom flat,2020,330
Corio,2 bedroom flat,2020,290
Geelong-Newcombe,2 bedroom flat,2020,340
Herne Hill-Geelong West,2 bedroom flat,2020,315
Lara,2 bedroom flat,2020,320
Newtown,2 bedroom flat,2020,325
North Geelong,2 bedroom flat,2020,330
Group Total,2 bedroom flat,2020,325
Ballarat,2 bedroom flat,2020,270
Mount Clear-Buninyong,2 bedroom flat,2020,245
Sebastopol-Delacombe,2 bedroom flat,2020,260
Wendouree-Alfredton,2 bedroom flat,2020,260
Group Total,2 bedroom flat,2020,260
Bendigo,2 bedroom flat,2020,273
Flora Hill-Bendigo East,2 bedroom flat,2020,270
Golden Square-Kangaroo Flat,2 bedroom flat,2020,268
North Bendigo,2 bedroom flat,2020,270
Group Total,2 bedroom flat,2020,270
Bairnsdale,2 bedroom flat,2020,260
Benalla,2 bedroom flat,2020,240
Castlemaine,2 bedroom flat,2020,300
Echuca,2 bedroom flat,2020,280
Hamilton,2 bedroom flat,2020,240
Horsham,2 bedroom flat,2020,240
Mildura,2 bedroom flat,2020,235
Moe-Newborough,2 bedroom flat,2020,190
Morwell,2 bedroom flat,2020,190
Ocean Grove-Barwon Heads,2 bedroom flat,2020,350
Portland,2 bedroom flat,2020,250
Sale-Maffra,2 bedroom flat,2020,250
Seymour,2 bedroom flat,2020,250
Shepparton,2 bedroom flat,2020,240
Swan Hill,2 bedroom flat,2020,240
Torquay,2 bedroom flat,2020,380
Traralgon,2 bedroom flat,2020,250
Wanagaratta,2 bedroom flat,2020,230
Warragul,2 bedroom flat,2020,280
Warrnambool,2 bedroom flat,2020,270
Wodonga,2 bedroom flat,2020,245
Group Total,2 bedroom flat,2020,250
Albert Park-Middle Park-West St Kilda,3 bedroom flat,2020,900
Armadale,3 bedroom flat,2020,800
Carlton North,3 bedroom flat,2020,650
Carlton-Parkville,3 bedroom flat,2020,750
